translated_content,sentiment
"This was the first Generation 13 processor we used in a building. Of course the current built procedure is no different than before so much can be said for that. Our test show it is about 9% faster than its same-numbered 12th generation. The other thing we did see from our tests is that again 12th vs.13th the new processor appears to run about 2°-3° C in temperature under some similar conditions. All in all, obviously we will be doing our building going forward with 13 series processors we can't see justification for any taking their i9-12900k out and installing i9-13300k. The gain would probably not be really experienced.",positive
But this image processing level is used without any specific problems.,neutral
Equal to i7 of the seventh generation and i5 of the ninth generation. Excellent cost. Onboard record ensures most of the games in low resolution. controller up to DDR4 2666. If you want DDR4 3200 better go to the 11th generation or top. It supports well a GTX 1660 super. It is not a top machine but solves muuuit.,positive
"My Cinebench2024 scores went up, even my GPU(RTX 2070) went up even though its the same card, see below comparison to my old CPU (i5-6500). i5-6600 i5-13600 KF CPU Multicore 164 pts 1342 pts CPU Singlecore 53 pts 121 pts GPU Sys Req 5070 pts 5779 pts MP Ratio 3.30x 11.12x MB = Assus Z790-plus wifi (did not use the wifi though) mem= G.SKILL Ripajwas S5 Series (Intel XMP 3.0) DDR5 RAM 32GB (2x16GB) 5600MT/s CL36-89 1.20V Desktop Memory UDIMM Great value buy for my limited budget, keeps me playing well.",positive
This CPU is probably one of the best budget CPUS that money can buy,positive
Work as expected!!!,negative
Just installed this in my new building and I have to say it is AMAZING! My one warning to anyone inexperienced with the new CPUs is being prepared for the heat. After a lot of work I was finally able to get this down to an average of 30 - 40 degrees Fahrenheit during light loads. When under a heavy load search as Cyberpunk at max everything at 4k. I get about 70 - 79 degrees Fahrenheit. This beast is HOT! but extremely incredible in its performance.,positive
"Classic Intel quality. No game layer even with a GTX 750 (CURRENT YOU SCALPERS!!!) Blows AMD out of the water in single thread performance, depending on how the game/program is coded to work Heavily Moded Minecraft and vitally fashioned DayZ play perfectly, my friends with AMD systems are yellow!",positive
For some reason it wouldn't allow me to unlock the RAID capability on my motherboard since this model was made to do that. Tested with someone else's 11700 it raid could be enabled.,neutral
"This unit is powerful for all of your needs. Just remember this thing runs really hot!!! Make sure you use a good cooling system. Otherwise, you will have thermal shaking issues.",positive
"Classic Intel quality. No game layer even with a GTX 750 (CURRENT YOU SCALPERS!!!) Blows AMD out of the water in single thread performance, depending on how the game/program is coded to work Heavily Moded Minecraft and vitally fashioned DayZ play perfectly, my friends with AMD systems are yellow!",positive
"If you would be building PC just for gambling and smart editing or coding here and there this is perfect and the cost is really low considering what performance it gives, this CPU is by no means a low end CPU don't go mad with that price the Intel 12100f can easily handle GPUs up to gtx3060 or rx6800. Just go for it and say no to laugh in this price for gambling.",positive
"I was sent a loose used owner in a box. Annoyed, but not choose apparently.",negative
This is supposedly a brand new cpu but I saw an orange scratch mark. Probably whatever plating was slightly scratched off to expose a copper surface. I just don't think that that's acceptable for a 300+ dollar cpu. I could buy an xbox series x for that price and what I got a maybe used cpu that was run around the ring a few times.,negative
This CPU is for work use. It is very stable at stock speeds. It worked great right out of the box. I doubt if I will ever have to think about it again.,positive
Worked large top benchmark,positive
"Not sure why there are so few reviews for this product. Also not sure why it's listed under parentboards. It's an amazing cpu for playing and lightly-treated jobs. Don't listen to reviews about it not working or being too hot, people are just bad mounting coolers and making sure the socket fits.",negative
